origami rainbow arch on a white background,bakground,https://th.bing.com/th/id/OIG.lts.qaGVZClnsxAPDn_7,,,
"multicolor sparkly glitter bursting from the tip of an pencil as it touches the paper, bright, realism",bakground,https://th.bing.com/th/id/OIG.I0ECVEO23Se1w51XSTd3,,,
"streamers of rainbow crepe paper are coming from all directions, pulled tight, interwoven to cover the screen, multicolor, bright, energetic, realism",bakground,https://th.bing.com/th/id/OIG.cgCyNpOlfmU7dt6TP_DQ,,,
"She was young, beautiful, tall, vibrant, she had blue eyes and hair,",girl,https://th.bing.com/th/id/OIG.SdrAQmGExOA46IRbMBmy,https://th.bing.com/th/id/OIG.36r2zKqBOJk2rJ6wH0aJ,https://th.bing.com/th/id/OIG.FusiGs2zOyIF._VzCxvJ,https://th.bing.com/th/id/OIG.wZbrBLVxPuuycGrFwja8
